date,location,level,code,course,trainer,company,Name,Email,score,certificate
2016-09-16,Botswana,1,Course-code_8,Course_8,Trainer_21,Company_38,Jaime,onealstephen@example.com,Pass,ADFVD-45960
2016-09-16,Botswana,1,Course-code_8,Course_8,Trainer_21,Company_38,Brittany,jennaguerra@example.com,Pass,ADFVD-45961
2016-09-16,Botswana,1,Course-code_18,Course_18,Trainer_21,Company_47,Kelly,pamelamueller@example.org,credit,ADFVD-45956
2016-09-16,Botswana,1,Course-code_18,Course_18,Trainer_21,Company_47,Brett,garrett10@example.net,credit,ADFVD-45957
2016-09-09,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Howard,joshuawhitehead@example.net,Exam not taken,
2016-09-09,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Kenneth,leonard98@example.com,Exam not taken,
2016-09-09,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Dawn,darlene54@example.com,Exam not taken,
2016-09-09,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Carrie,medinachristie@example.org,Exam not taken,
2016-09-09,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Ross,gmacdonald@example.net,Exam not taken,
2016-09-09,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Tammy,dwaynemay@example.net,Exam not taken,
2016-09-09,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Mallory,migueljordan@example.net,Exam not taken,
2016-08-19,South Africa,1,Course-code_8,Course_8,Trainer_21,Company_61,Susan,carrollpaula@example.org,Pass,ADFVD-45764
2016-08-19,Nigeriaeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Diana,griffinadam@example.net,Pass,ADFVD-46152
2016-08-19,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Molly,susanyu@example.org,Exam Not Taken,
2016-08-19,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Kristin,cristiannicholson@example.org,Exam Not Taken,
2016-08-19,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Rick,katelynpowell@example.org,Exam Not Taken,
2016-08-19,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Wyatt,mcneildonald@example.net,Exam Not Taken,
2016-08-19,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Meagan,wilkinsalicia@example.org,Exam Not Taken,
2016-08-19,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Lisa,schroedereileen@example.com,Exam Not Taken,
2016-08-19,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Marie,smithluis@example.org,Exam Not Taken,
2016-08-19,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Jaclyn,dominicavila@example.org,Pass,ADFVD-46190
2016-08-19,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Leon,rosariojean@example.org,Pass,ADFVD-46191
2016-08-19,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Katrina,charlesgerald@example.org,Pass,ADFVD-46192
2016-08-19,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Savannah,wesleycontreras@example.com,Pass,ADFVD-46193
2016-08-19,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Cristian,jcaldwell@example.net,Pass,ADFVD-46194
2016-08-18,USA,2,Course-code_15,Course_15,Trainer_1,Company_69,Nicole,schneiderwilliam@example.com,Exam not taken,
2016-08-18,USA,2,Course-code_15,Course_15,Trainer_1,Company_69,Gail,ruthashley@example.com,Exam not taken,
2016-08-18,USA,2,Course-code_15,Course_15,Trainer_1,Company_69,David,hross@example.net,Exam not taken,
2016-08-18,USA,2,Course-code_15,Course_15,Trainer_1,Company_69,Jade,hurleydeborah@example.com,Exam not taken,
2016-08-18,USA,2,Course-code_15,Course_15,Trainer_1,Company_69,Shannon,alex20@example.net,Exam not taken,
2016-08-18,USA,2,Course-code_15,Course_15,Trainer_1,Company_69,Jake,abautista@example.com,Exam not taken,
2016-08-18,USA,2,Course-code_15,Course_15,Trainer_1,Company_69,Dawn,darlene54@example.com,Exam not taken,
2016-08-18,South Africa,2,Course-code_15,Course_15,Trainer_1,Company_69,Maxwell,maysjason@example.org,Exam not taken,
2016-08-05,USA,2,Course-code_15,Course_15,Trainer_1,Company_3,Charlene,morganoscar@example.net,Exam not taken,
2016-08-05,USA,2,Course-code_15,Course_15,Trainer_1,Company_3,Bailey,bishopdesiree@example.net,Exam not taken,
2016-08-05,USA,2,Course-code_15,Course_15,Trainer_1,Company_3,Jody,olivia64@example.net,Exam not taken,
2016-08-05,USA,2,Course-code_15,Course_15,Trainer_1,Company_3,Theresa,gallagheraimee@example.net,Exam not taken,
2016-08-05,USA,2,Course-code_15,Course_15,Trainer_1,Company_3,Amanda,alCompany 86s67@example.org,Exam not taken,
2016-08-05,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Darlene,geoffrey78@example.org,Exam not taken,
2016-08-05,USA,2,Course-code_15,Course_15,Trainer_1,Company_4,Vickie,sierrapearson@example.com,Exam not taken,
2016-07-29,USA,2,Course-code_15,Course_15,Trainer_20,Company_61,Luis,rsanchez@example.org,Exam Not Taken,
2016-07-29,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Jo,romananna@example.org,Exam Not Taken,
2016-07-29,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Rebecca,kristinasantos@example.net,Exam Not Taken,
2016-07-29,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Kristie,leachalicia@example.com,Exam Not Taken,
2016-07-29,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Natalie,bbarnett@example.org,Exam Not Taken,
2016-07-29,Nigeria,2,Course-code_15,Course_15,Trainer_20,Company_61,Dominic,hancockpaige@example.org,Exam Not Taken,
2016-07-29,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Heidi,kelly77@example.com,Pass,ADFVD-45952
2016-07-29,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Bill,walter50@example.org,Pass,ADFVD-45953
2016-07-29,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Nancy,tonya44@example.net,Pass,ADFVD-46185
2016-07-29,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Juan,michael11@example.org,Pass,ADFVD-46186
2016-07-29,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Marvin,max62@example.org,Pass,ADFVD-46187
2016-07-29,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Angela,briana22@example.org,Pass,ADFVD-46188
2016-07-29,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_61,Bradley,kayla45@example.com,Pass,ADFVD-46189
2016-07-29,Botswana,1,Course-code_8,Course_8,Trainer_21,Company_61,Samuel,conradalvin@example.net,Pass,ADFVD-45951
2016-07-22,Uruguay,3,Course-code_14,Course_14,Trainer_1,Company_47,Lauren,sarah39@example.net,Exam not taken,
2016-07-22,Botswana,3,Course-code_14,Course_14,Trainer_1,Company_38,Sandy,stricklanddarrell@example.net,Exam not taken,
2016-07-22,Botswana,3,Course-code_14,Course_14,Trainer_1,Company_47,Rachael,lmullins@example.net,Exam not taken,
2016-07-22,Botswana,3,Course-code_14,Course_14,Trainer_1,Company_47,Isabella,carrolivia@example.org,Exam not taken,
2016-07-22,Botswana,3,Course-code_14,Course_14,Trainer_1,Company_47,Stephen,cohensusan@example.net,Exam not taken,
2016-07-21,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Caitlyn,xjohns@example.com,Pass,ADFVD-46118
2016-07-21,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Stuart,destinydean@example.com,Pass,ADFVD-46180
2016-07-21,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Kaylee,cameron76@example.com,Credit,ADFVD-46181
2016-07-21,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Ricardo,wlester@example.com,Pass,ADFVD-46182
2016-07-21,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Roberto,stoneherbert@example.com,Pass,ADFVD-46183
2016-07-21,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Doris,gilbert18@example.org,Pass,ADFVD-46184
2016-07-15,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Hector,freyphyllis@example.org,Pass,ADFVD-46849
2016-07-15,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Crystal,hcurtis@example.net,Pass,ADFVD-46850
2016-07-15,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Albert,taylor93@example.net,No Exam,
2016-07-15,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Briana,heathtara@example.org,Credit,ADFVD-46852
2016-07-15,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Ariana,boltonyesenia@example.org,Pass,ADFVD-46853
2016-07-15,Nigeria,2,Course-code_10,Course_10,Trainer_1,Company_47,Jillian,mcphersonross@example.com,Exam not taken,
2016-07-15,Botswana,2,Course-code_10,Course_10,Trainer_1,Company_38,Austin,mcdonaldmathew@example.org,Exam not taken,
2016-07-15,Botswana,2,Course-code_10,Course_10,Trainer_1,Company_38,Alex,heberttonya@example.com,Exam not taken,
2016-07-15,Botswana,2,Course-code_10,Course_10,Trainer_1,Company_47,Blake,jimmcclain@example.org,Exam not taken,
2016-07-15,Botswana,2,Course-code_10,Course_10,Trainer_1,Company_47,Fred,ralphnorris@example.com,Exam not taken,
2016-07-06,Nigeriaeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Sonya,allisoncoleman@example.org,Pass,ADFVD-46151
2016-07-06,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Makayla,claire28@example.org,Pass,ADFVD-46117
2016-07-06,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Shane,latoya41@example.org,Pass,ADFVD-46150
2016-07-06,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Bethany,rose29@example.net,Pass,ADFVD-46178
2016-07-06,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_19,Holly,brandyward@example.com,Pass,ADFVD-46179
2016-07-06,Botswana,1,Course-code_8,Course_8,Trainer_21,Company_19,Christy,cassandrafrazier@example.com,Pass,ADFVD-45962
2016-07-01,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Craig,philip41@example.com,Credit,ADFVD-46847
2016-07-01,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Brian,jmontoya@example.org,Credit,ADFVD-46848
2016-06-30,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_23,Alison,sheena15@example.net,Fail,
2016-06-30,Kenya,3,Course-code_12,Course_12,Trainer_2,Company_23,Jasmine,jordanacosta@example.org,Fail,
2016-06-24,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Stephen,blackburnjennifer@example.com,Pass,ADFVD-46846
2016-06-16,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_42,Peggy,bvaughn@example.com,Pass,ADFVD-46001
2016-06-16,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_74,Caitlin,richshari@example.com,Pass,ADFVD-46000
2016-06-16,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_90,Morgan,miaward@example.com,Pass,ADFVD-45996
2016-06-16,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_90,Bianca,danawatts@example.com,Pass,ADFVD-45997
2016-06-16,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_90,Kenneth,rhondakrause@example.net,Credit,ADFVD-45998
2016-06-16,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_90,David,stacy04@example.net,Pass,ADFVD-45999
2016-06-10,Nigeria,2,Course-code_10,Course_10,Trainer_20,Company_35,Jill,keithconway@example.net,Credit,ADFVD-46572
2016-06-03,Nigeria,2,Course-code_10,Course_10,Trainer_1,Company_35,Tony,shelbyrhodes@example.org,Pass,ADFVD-46569
2016-06-03,Nigeria,2,Course-code_10,Course_10,Trainer_1,Company_35,Nina,ngould@example.com,Pass,ADFVD-46570
2016-06-03,Nigeria,2,Course-code_10,Course_10,Trainer_1,Company_35,Randy,ngreene@example.org,Pass,ADFVD-46571
2016-05-27,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Pam,alisha35@example.com,Pass,ADFVD-46114
2016-05-27,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Julie,cathy34@example.com,Pass,ADFVD-46115
2016-05-27,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Calvin,munozglenda@example.com,Pass,ADFVD-46116
2016-05-27,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Melody,cohenbonnie@example.org,Pass,ADFVD-46175
2016-05-27,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Gloria,dtorres@example.net,Pass,ADFVD-46176
2016-05-27,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Kristi,ashley82@example.org,Pass,ADFVD-46177
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Carlos,rita22@example.org,Pass,ADFVD-46165
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Norman,bryanalejandra@example.com,Pass,ADFVD-46166
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Dana,uhale@example.org,Pass,ADFVD-46167
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Jonathon,melodyrichardson@example.net,Pass,ADFVD-46168
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,David,keithjacobson@example.org,Pass,ADFVD-46169
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Javier,shannonthompson@example.com,Pass,ADFVD-46170
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Shelley,pateldennis@example.org,Pass,ADFVD-46171
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Jerry,courtneybullock@example.net,Pass,ADFVD-46172
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Gwendolyn,dberg@example.org,Pass,ADFVD-46173
2016-05-20,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_41,Jon,hrobbins@example.net,Pass,ADFVD-46174
2016-05-13,Kenya,2,Course-code_7,Course_7,Trainer_2,Company_42,Rebekah,galvanjeremiah@example.com,Fail,
2016-05-13,Kenya,2,Course-code_7,Course_7,Trainer_2,Company_42,Pedro,pmarks@example.net,Fail,
2016-05-13,Kenya,2,Course-code_7,Course_7,Trainer_2,Company_42,Breanna,angela26@example.org,Pass,ADFVD-47233
2016-05-13,Kenya,2,Course-code_7,Course_7,Trainer_2,Company_90,Lonnie,ischmitt@example.org,Fail,
2016-05-09,South Africa,2,Course-code_10,Course_10,Trainer_2,Company_42,Jackie,logannicole@example.net,Pass,ADFVD-45872
2016-05-09,Kenya,2,Course-code_10,Course_10,Trainer_2,Company_42,Rebecca,parksseth@example.net,Credit,ADFVD-45873
2016-05-09,Kenya,2,Course-code_10,Course_10,Trainer_2,Company_42,Catherine,uschultz@example.org,Pass,ADFVD-45874
2016-04-29,UK,2,Course-code_10,Course_10,Trainer_1,Company_53,Craig,nealmaureen@example.com,Pass,ADFVD-46772
2016-04-28,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_90,Eduardo,jbuchanan@example.com,Pass,ADFVD-45992
2016-04-28,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_90,Shari,terrenceware@example.net,Pass,ADFVD-45993
2016-04-28,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_90,Caitlyn,jhancock@example.com,Pass,ADFVD-45994
2016-04-28,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_90,Cathy,lwalker@example.org,Pass,ADFVD-45995
2016-03-11,USA,2,Course-code_10,Course_10,Trainer_1,Company_2,Ryan,alicarrie@example.com,Exam not taken,
2016-03-11,USA,2,Course-code_10,Course_10,Trainer_1,Company_2,Cole,andersencarl@example.net,Exam not taken,
2016-03-11,USA,2,Course-code_10,Course_10,Trainer_1,Company_2,Ronald,cheyenne24@example.org,Exam not taken,
2016-03-11,USA,2,Course-code_10,Course_10,Trainer_1,Company_2,Kristina,heatherwashington@example.net,Exam not taken,
2016-03-11,USA,2,Course-code_10,Course_10,Trainer_1,Company_2,Roberto,vcollins@example.org,Exam not taken,
2016-03-11,South Africa,2,Course-code_10,Course_10,Trainer_2,Company_81,Darren,rushashlee@example.com,Pass,ADFVD-45892
2016-03-11,South Africa,2,Course-code_10,Course_10,Trainer_2,Company_81,Tanya,cheyennelevine@example.net,Pass,ADFVD-45893
2016-03-11,South Africa,2,Course-code_10,Course_10,Trainer_2,Company_81,Connor,ballardtina@example.net,Pass,ADFVD-45894
2016-03-11,Kenya,2,Course-code_10,Course_10,Trainer_2,Company_81,Mary,collinlara@example.net,Pass,ADFVD-45891
2016-02-26,UK,2,Course-code_10,Course_10,Trainer_1,Company_33,Rodney,ana19@example.com,Credit,ADFVD-46771
2016-02-12,UK,2,Course-code_10,Course_10,Trainer_1,Company_53,Tricia,vchang@example.org,Pass,ADFVD-46769
2016-02-12,UK,2,Course-code_10,Course_10,Trainer_1,Company_53,Molly,jose58@example.com,Pass,ADFVD-46770
2016-01-27,UK,2,Course-code_7,Course_7,Trainer_2,Company_90,Tristan,terrance57@example.com,Fail,
2016-01-27,Kenya,2,Course-code_7,Course_7,Trainer_2,Company_23,Miguel,whitney63@example.org,Fail,
2016-01-27,Kenya,2,Course-code_7,Course_7,Trainer_2,Company_23,Laura,tharmon@example.net,Pass,ADFVD-45515
2016-01-27,Kenya,2,Course-code_7,Course_7,Trainer_2,Company_90,Tami,wmacdonald@example.org,Fail,
2016-01-15,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Kaitlin,cmcclain@example.net,Pass,ADFVD-46766
2016-01-15,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Ricky,wpotts@example.net,Pass,ADFVD-46767
2016-01-15,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Eric,keith97@example.com,Pass,ADFVD-46768
2015-12-18,USA,2,Course-code_10,Course_10,Trainer_1,Company_82,Keith,kaitlin05@example.org,Exam not taken,
2015-12-18,USA,2,Course-code_10,Course_10,Trainer_1,Company_82,Justin,hdougherty@example.net,Exam not taken,
2015-12-18,USA,2,Course-code_10,Course_10,Trainer_1,Company_82,Jill,douglasrobinson@example.com,Exam not taken,
2015-12-18,USA,2,Course-code_10,Course_10,Trainer_1,Company_82,Faith,barnesroberta@example.net,Exam not taken,
2015-12-11,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Patricia,bowmandominique@example.com,Pass,ADFVD-46491
2015-12-11,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Raven,vpineda@example.net,Pass,ADFVD-46492
2015-12-11,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Jenna,adriana77@example.net,Credit,ADFVD-46493
2015-12-11,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Bobby,jaclyn82@example.org,Pass,ADFVD-46494
2015-12-04,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Chris,sanchezrichard@example.com,Pass,ADFVD-46487
2015-12-04,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Paul,corey40@example.net,Pass,ADFVD-46488
2015-12-04,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Joe,malikday@example.org,Pass,ADFVD-46489
2015-12-04,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Susan,wgibbs@example.net,Pass,ADFVD-46490
2015-11-27,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Alisha,mcook@example.net,Credit,ADFVD-46484
2015-11-27,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Malik,albert53@example.com,Credit,ADFVD-46485
2015-11-27,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Kristopher,jbrooks@example.org,Credit,ADFVD-46486
2015-11-27,Kenya,2,Course-code_10,Course_10,Trainer_14,Company_50,Hunter,austinruben@example.net,Credit,ADFVD-46483
2015-11-13,UK,2,Course-code_10,Course_10,Trainer_1,Company_53,Alfred,smurphy@example.org,Pass,ADFVD-46763
2015-11-13,UK,3,Course-code_13,Course_13,Trainer_1,Company_53,Colin,alexa32@example.com,Fail,
2015-11-13,UK,3,Course-code_13,Course_13,Trainer_1,Company_53,Harold,cochranerin@example.org,Fail,
2015-11-13,UK,3,Course-code_13,Course_13,Trainer_1,Company_53,Sheri,urios@example.net,Pass,ADFVD-47188
2015-11-06,UK,2,Course-code_10,Course_10,Trainer_1,Company_28,Colleen,mckeeparker@example.org,Exam not taken,
2015-11-06,UK,2,Course-code_10,Course_10,Trainer_1,Company_28,Rodney,vfisher@example.com,Exam not taken,
2015-11-06,UK,2,Course-code_10,Course_10,Trainer_1,Company_28,Sylvia,ricesydney@example.org,Exam not taken,
2015-11-06,UK,2,Course-code_10,Course_10,Trainer_1,Company_28,Natalie,pfuller@example.net,Exam not taken,
2015-11-06,UK,2,Course-code_10,Course_10,Trainer_1,Company_28,Candice,crossalCompany 86s@example.net,Exam not taken,
2015-11-06,UK,2,Course-code_10,Course_10,Trainer_1,Company_29,Brady,shelleyhanna@example.net,Exam not taken,
2015-11-06,UK,2,Course-code_10,Course_10,Trainer_1,Company_29,Yvette,sandra10@example.com,Exam not taken,
2015-10-29,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_32,Kellie,aaron15@example.net,Pass,ADFVD-47069
2015-10-29,Brazil,3,Course-code_12,Course_12,Trainer_1,Company_32,Jacob,lcolon@example.com,Pass,ADFVD-47070
2015-10-23,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_42,Katie,marshallmary@example.com,Credit,ADFVD-46138
2015-10-23,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Harry,raymonddickerson@example.net,Pass,ADFVD-46134
2015-10-23,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Rebekah,livingstonrandy@example.com,Pass,ADFVD-46135
2015-10-23,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Jody,birdchristine@example.net,Pass,ADFVD-46136
2015-10-23,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Patricia,wolfeshelby@example.org,Credit,ADFVD-46139
2015-10-23,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_90,Caleb,zimmermanchelsea@example.org,Credit,ADFVD-46137
2015-10-23,Brazil,2,Course-code_13,Course_13,Trainer_1,Company_32,Mason,zacharyandrews@example.org,Pass,ADFVD-46885
2015-10-23,Brazil,2,Course-code_10,Course_10,Trainer_1,Company_32,Michael,connorcarpenter@example.org,Pass,ADFVD-46886
2015-10-23,Brazil,2,Course-code_10,Course_10,Trainer_1,Company_32,Angela,jennaperez@example.org,Pass,ADFVD-46887
2015-10-23,Brazil,2,Course-code_10,Course_10,Trainer_1,Company_32,Randy,anitavazquez@example.net,Pass,ADFVD-46888
2015-10-16,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_11,Duane,rita62@example.org,Pass,ADFVD-46565
2015-10-16,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_11,Connie,jeffrey89@example.org,Pass,ADFVD-46566
2015-10-16,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_11,Martha,anthony98@example.com,Credit,ADFVD-46567
2015-10-16,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_11,Melinda,russonicholas@example.com,Credit,ADFVD-46568
2015-10-09,UK,2,Course-code_10,Course_10,Trainer_1,Company_82,Derrick,srichmond@example.net,Pass,ADFVD-46754
2015-10-09,UK,2,Course-code_10,Course_10,Trainer_1,Company_82,Shelly,schaeferchristian@example.org,Pass,ADFVD-46755
2015-10-09,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_11,Cody,andrewsblake@example.net,Credit,ADFVD-46561
2015-10-09,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_11,Leroy,darrylmedina@example.net,Credit,ADFVD-46562
2015-10-09,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_11,Brandi,fdavila@example.com,Credit,ADFVD-46563
2015-10-09,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_11,Molly,vincent50@example.net,Credit,ADFVD-46564
2015-10-02,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Frances,stacey22@example.com,Pass,ADFVD-46127
2015-10-02,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Eduardo,riveratracy@example.org,Pass,ADFVD-46128
2015-10-02,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Jillian,robinsontaylor@example.net,Pass,ADFVD-46129
2015-10-02,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Jenna,janicerodriguez@example.com,Pass,ADFVD-46130
2015-10-02,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Chelsey,daniellestanley@example.org,Pass,ADFVD-46131
2015-10-02,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Ebony,guyroberson@example.net,Pass,ADFVD-46132
2015-10-02,Kenya,1,Course-code_8,Course_8,Trainer_2,Company_43,Grace,tiffanymaxwell@example.net,Pass,ADFVD-46133
2015-09-24,USA,3,Course-code_10,Course_10,Trainer_1,Company_20,Mason,cgrimes@example.net,Exam not taken,
2015-09-24,USA,3,Course-code_10,Course_10,Trainer_1,Company_20,Christie,tiffanylane@example.com,Exam not taken,
2015-09-24,USA,3,Course-code_10,Course_10,Trainer_1,Company_4,Marissa,shawnaroman@example.org,Exam not taken,
2015-09-24,Nigeria,3,Course-code_10,Course_10,Trainer_1,Company_4,Logan,xfarrell@example.net,Exam not taken,
2015-09-16,Nigeria,3,Course-code_12,Course_12,Trainer_14,Company_11,Gene,sanfordann@example.com,Pass,ADFVD-47023
2015-09-16,Nigeria,3,Course-code_12,Course_12,Trainer_14,Company_11,Angel,rhonda77@example.com,Pass,ADFVD-47024
2015-09-11,UK,3,Course-code_13,Course_13,Trainer_1,Company_53,Patricia,sheila30@example.org,Pass,ADFVD-47185
2015-08-28,UK,2,Course-code_10,Course_10,Trainer_1,Company_83,Johnny,tgallegos@example.net,Pass,ADFVD-46750
2015-08-28,UK,2,Course-code_10,Course_10,Trainer_1,Company_83,Tamara,xholt@example.com,Credit,ADFVD-46751
2015-08-28,UK,2,Course-code_10,Course_10,Trainer_1,Company_83,Keith,unavarro@example.com,Pass,ADFVD-46752
2015-08-28,UK,2,Course-code_10,Course_10,Trainer_1,Company_83,Angelica,kwaters@example.org,Pass,ADFVD-46753
2015-08-25,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_11,Priscilla,williamsonantonio@example.net,Pass,ADFVD-47129
2015-08-25,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_11,Martha,ggaines@example.net,Pass,ADFVD-47130
2015-08-25,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_11,Mackenzie,lorettamyers@example.org,Pass,ADFVD-47131
2015-08-25,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_11,Brandon,savagerebecca@example.net,Pass,ADFVD-47132
2015-08-19,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_12,Destiny,uchen@example.org,Pass,ADFVD-47124
2015-08-19,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_12,Reginald,haileyaguilar@example.net,Pass,ADFVD-47125
2015-08-19,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_12,Cassie,jonathon95@example.net,Pass,ADFVD-47126
2015-08-19,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_12,Bernard,iwiggins@example.net,Pass,ADFVD-47127
